school,sex,age,studytime,failures,absences,G1,G2,G3,Medu,Fedu,traveltime,famsup,schoolsup,internet,freetime,goout,health,subject,performance_category
GP,M,18,2,0,9,15,13,15,4,4,1,yes,no,yes,4,3,2,Mathematics,High
GP,M,18,2,0,11,12,11,11,4,2,1,yes,no,yes,3,2,5,Mathematics,Medium
GP,F,17,3,0,0,15,15,15,4,3,1,yes,no,yes,2,2,3,Mathematics,High
GP,F,18,2,1,12,12,12,13,2,1,1,no,no,yes,4,3,5,Mathematics,Medium
GP,F,17,4,0,6,18,18,18,3,1,2,yes,no,no,1,2,3,Mathematics,High
GP,M,18,3,0,8,14,13,14,3,2,2,yes,no,yes,4,2,4,Mathematics,Medium
GP,M,17,1,0,4,14,12,11,3,3,1,yes,no,yes,4,3,5,Mathematics,Medium
GP,F,19,2,0,0,10,9,0,4,4,2,yes,no,yes,3,4,2,Mathematics,Low
GP,F,18,2,0,10,10,8,8,4,3,2,yes,no,yes,4,5,2,Mathematics,Low
GP,F,18,4,0,0,14,13,14,4,3,1,yes,no,yes,3,3,3,Mathematics,Medium
GP,M,18,1,0,5,16,15,16,4,4,1,yes,no,yes,4,2,1,Mathematics,High
GP,F,18,2,0,14,12,10,11,4,4,1,yes,no,yes,2,4,4,Mathematics,Medium
GP,M,17,1,0,0,11,11,10,4,4,2,no,no,yes,1,1,5,Mathematics,Medium
GP,F,17,3,0,0,15,12,14,4,2,2,yes,no,yes,3,3,3,Mathematics,Medium
GP,F,17,4,0,0,17,17,18,3,2,1,yes,no,yes,2,2,5,Mathematics,High
GP,M,19,2,1,20,15,14,13,3,3,1,yes,no,yes,4,4,3,Mathematics,Medium
GP,F,18,2,1,8,14,12,12,2,4,1,yes,no,yes,4,3,3,Mathematics,Medium
GP,M,20,1,0,0,17,18,18,3,2,1,no,no,no,5,3,5,Mathematics,High
GP,M,19,1,1,38,8,9,8,4,4,2,yes,no,yes,3,4,4,Mathematics,Low
GP,M,19,2,1,0,15,12,12,3,3,1,no,no,no,5,3,5,Mathematics,Medium
GP,F,19,2,1,18,12,10,10,1,1,1,yes,yes,yes,4,3,3,Mathematics,Medium
GP,F,19,2,1,0,9,9,0,1,2,1,no,no,no,2,4,3,Mathematics,Low
GP,F,19,2,0,20,14,12,13,2,1,3,yes,no,yes,4,1,2,Mathematics,Medium
GP,M,19,2,1,3,13,11,11,1,2,1,no,no,yes,5,2,4,Mathematics,Medium
GP,F,19,2,1,22,13,10,11,3,2,2,yes,no,yes,2,2,1,Mathematics,Medium
GP,F,19,3,2,14,15,13,13,1,1,1,no,no,yes,1,2,3,Mathematics,Medium
GP,F,19,3,1,40,13,11,11,2,3,1,no,no,yes,1,2,3,Mathematics,Medium
GP,F,18,2,0,0,8,8,0,2,1,2,yes,no,yes,3,3,1,Mathematics,Low
GP,F,18,3,0,9,9,10,9,4,3,1,yes,no,yes,3,4,5,Mathematics,Low
GP,F,17,3,0,0,11,11,10,3,4,1,yes,no,yes,3,4,5,Mathematics,Medium
GP,F,18,2,0,2,11,11,11,4,4,1,yes,no,yes,4,4,5,Mathematics,Medium
GP,F,17,2,0,23,13,13,13,4,3,1,yes,no,yes,2,2,5,Mathematics,Medium
GP,F,17,2,0,12,11,9,9,2,2,1,yes,no,no,2,2,3,Mathematics,Low
GP,F,17,3,0,3,11,11,11,2,2,1,yes,no,yes,3,2,3,Mathematics,Medium
GP,F,17,3,0,1,12,14,15,3,1,1,yes,no,yes,4,3,5,Mathematics,High
GP,F,17,3,0,0,16,15,15,0,2,2,no,no,yes,3,3,2,Mathematics,High
GP,M,18,3,0,3,9,12,11,4,4,1,no,no,yes,3,3,3,Mathematics,Medium
GP,M,17,1,0,3,14,15,16,3,3,1,no,no,yes,3,5,5,Mathematics,High
GP,M,17,1,0,8,11,10,10,2,2,4,yes,no,yes,4,5,4,Mathematics,Medium
GP,F,17,3,0,7,10,9,9,4,4,1,yes,no,yes,4,4,4,Mathematics,Low
GP,F,17,3,0,4,14,14,14,4,4,2,yes,no,yes,3,3,4,Mathematics,Medium
GP,M,18,4,0,2,9,8,8,2,2,1,yes,no,yes,5,5,5,Mathematics,Low
GP,F,17,3,0,7,12,14,14,2,4,1,yes,no,yes,4,3,5,Mathematics,Medium
GP,F,18,2,0,0,7,0,0,3,3,1,no,no,yes,3,4,4,Mathematics,Low
GP,F,18,2,0,0,8,8,0,2,2,1,no,no,yes,3,3,2,Mathematics,Low
GP,F,18,4,0,0,10,9,0,2,2,2,no,no,no,4,4,4,Mathematics,Low
GP,F,17,3,0,16,16,15,15,3,4,1,no,no,yes,4,5,5,Mathematics,High
GP,F,19,3,1,12,14,13,13,3,1,1,no,no,no,4,3,5,Mathematics,Medium
GP,F,17,2,0,0,7,8,0,3,2,1,yes,no,yes,3,2,2,Mathematics,Low
GP,F,18,4,0,7,16,15,17,3,3,1,yes,no,yes,3,3,1,Mathematics,High
GP,F,17,2,0,4,9,10,10,3,2,1,yes,no,yes,3,3,2,Mathematics,Medium
GP,F,19,3,1,4,11,12,11,2,1,1,no,no,yes,3,4,3,Mathematics,Medium
GP,M,18,2,1,0,10,10,0,4,4,1,yes,no,yes,3,3,2,Mathematics,Low
GP,M,18,2,0,11,16,15,15,3,4,1,no,no,yes,3,3,5,Mathematics,High
GP,F,17,2,1,0,9,8,0,2,2,1,yes,no,yes,3,1,4,Mathematics,Low
GP,F,18,3,0,4,11,10,10,2,3,1,yes,no,yes,3,3,3,Mathematics,Medium
GP,F,18,3,0,7,13,13,14,3,2,1,no,no,yes,4,3,1,Mathematics,Medium
GP,M,18,3,0,9,16,15,16,4,3,1,no,no,yes,3,2,4,Mathematics,High
GP,M,18,3,0,0,10,10,9,4,3,1,yes,no,yes,4,5,5,Mathematics,Low
GP,F,17,3,0,0,13,15,15,4,3,1,yes,no,yes,4,3,4,Mathematics,High
MS,M,18,1,1,10,11,13,13,3,2,2,yes,no,yes,5,5,5,Mathematics,Medium
MS,M,19,2,3,8,8,7,8,1,1,3,no,no,yes,4,4,2,Mathematics,Low
MS,M,17,2,0,2,13,13,13,3,3,2,yes,no,yes,5,4,3,Mathematics,Medium
MS,M,18,1,1,7,8,7,8,1,3,1,no,no,yes,3,3,3,Mathematics,Low
MS,M,19,1,1,4,8,8,8,1,1,3,yes,no,yes,4,4,5,Mathematics,Low
MS,M,17,2,0,4,13,11,11,4,3,2,yes,no,yes,5,5,2,Mathematics,Medium
MS,F,18,2,0,0,10,9,9,3,3,1,yes,no,no,3,4,5,Mathematics,Low
MS,F,17,2,0,4,12,13,13,4,4,2,yes,no,yes,3,3,5,Mathematics,Medium
MS,F,17,2,0,2,12,12,11,3,2,2,no,no,no,2,3,5,Mathematics,Medium
MS,M,18,1,0,4,10,10,10,1,1,2,no,no,yes,3,2,3,Mathematics,Medium
MS,F,18,3,0,0,18,16,16,1,1,2,no,no,yes,3,2,4,Mathematics,High
MS,F,18,2,0,0,13,13,13,1,4,3,no,no,no,3,4,5,Mathematics,Medium
MS,M,18,2,1,2,13,12,12,1,1,2,no,no,no,4,3,5,Mathematics,Medium
MS,F,18,2,0,0,11,11,10,3,3,2,yes,no,yes,3,2,3,Mathematics,Medium
MS,F,17,2,0,0,16,15,15,4,4,1,yes,no,yes,3,4,1,Mathematics,High
MS,F,17,2,0,0,12,11,12,1,2,2,no,no,no,2,2,3,Mathematics,Medium
MS,M,18,2,0,4,10,10,10,1,3,2,yes,no,no,3,4,3,Mathematics,Medium
MS,M,18,3,0,0,13,13,13,4,4,2,no,no,yes,2,2,5,Mathematics,Medium
MS,F,17,1,1,0,7,6,0,1,1,3,yes,no,yes,2,1,1,Mathematics,Low
MS,F,18,1,0,0,11,10,10,2,3,2,yes,no,yes,2,3,4,Mathematics,Medium
MS,F,18,2,0,10,14,12,11,4,4,3,yes,no,yes,2,2,5,Mathematics,Medium
MS,F,19,2,2,4,7,7,9,3,2,2,no,no,no,2,2,3,Mathematics,Low
MS,M,18,1,0,3,14,12,12,1,2,3,yes,no,yes,3,3,3,Mathematics,Medium
MS,F,17,3,0,8,13,11,11,2,2,1,no,no,no,4,3,3,Mathematics,Medium
MS,F,17,1,0,14,6,5,5,1,2,1,no,no,yes,5,5,1,Mathematics,Low
MS,F,18,3,0,0,19,18,19,4,4,2,no,no,yes,4,4,1,Mathematics,High
MS,F,18,3,0,2,8,8,10,1,1,4,no,no,yes,3,2,4,Mathematics,Medium
MS,F,20,3,2,4,15,14,15,4,2,2,yes,no,yes,4,3,3,Mathematics,High
MS,F,18,2,0,4,8,9,10,4,4,1,no,no,yes,4,3,2,Mathematics,Medium
MS,F,18,2,0,0,15,15,15,3,3,1,no,no,yes,1,3,1,Mathematics,High
MS,F,17,2,0,17,10,10,10,3,1,1,yes,no,yes,5,4,1,Mathematics,Medium
MS,M,18,2,0,4,15,14,14,4,4,1,no,no,yes,2,4,2,Mathematics,Medium
MS,M,18,1,0,5,7,6,7,2,1,2,no,no,yes,4,3,5,Mathematics,Low
MS,M,17,2,0,2,11,11,10,2,3,2,no,no,yes,4,3,3,Mathematics,Medium
MS,M,19,1,1,0,6,5,0,1,1,2,no,no,no,3,2,5,Mathematics,Low
MS,M,18,1,1,14,6,5,5,4,2,2,no,no,no,4,3,3,Mathematics,Low
MS,F,18,3,0,2,10,9,10,2,2,2,no,no,no,3,3,4,Mathematics,Medium
MS,F,18,1,0,7,6,5,6,4,4,3,yes,no,yes,4,3,5,Mathematics,Low
MS,F,19,3,1,0,7,5,0,2,3,1,no,no,yes,4,2,5,Mathematics,Low
MS,F,18,2,0,0,7,9,8,3,1,1,yes,no,yes,3,4,1,Mathematics,Low
MS,F,18,2,1,0,6,5,0,1,1,2,no,no,no,1,1,5,Mathematics,Low
MS,M,20,2,2,11,9,9,9,2,2,1,yes,no,no,5,4,4,Mathematics,Low
MS,M,17,1,0,3,14,16,16,3,1,2,no,no,yes,4,5,2,Mathematics,High
MS,M,21,1,3,3,10,8,7,1,1,1,no,no,no,5,3,3,Mathematics,Low
MS,M,18,1,0,0,11,12,10,3,2,3,no,no,yes,4,1,5,Mathematics,Medium
MS,M,19,1,0,5,8,9,9,1,1,1,no,no,yes,2,3,5,Mathematics,Low
GP,F,18,2,0,4,0,11,11,4,4,2,no,yes,no,3,4,3,Portuguese,Medium
GP,F,17,2,0,2,9,11,11,1,1,1,yes,no,yes,3,3,3,Portuguese,Medium
GP,F,15,2,0,6,12,13,12,1,1,1,no,yes,yes,3,2,3,Portuguese,Medium
GP,F,15,3,0,0,14,14,14,4,2,1,yes,no,yes,2,2,5,Portuguese,Medium
GP,F,16,2,0,0,11,13,13,3,3,1,yes,no,no,3,2,5,Portuguese,Medium
GP,M,16,2,0,6,12,12,13,4,3,1,yes,no,yes,4,2,5,Portuguese,Medium
GP,M,16,2,0,0,13,12,13,2,2,1,no,no,yes,4,4,3,Portuguese,Medium
GP,F,17,2,0,2,10,13,13,4,4,2,yes,yes,no,1,4,1,Portuguese,Medium
GP,M,15,2,0,0,15,16,17,3,2,1,yes,no,yes,2,2,1,Portuguese,High
GP,M,15,2,0,0,12,12,13,3,4,1,yes,no,yes,5,1,5,Portuguese,Medium
GP,F,15,2,0,2,14,14,14,4,4,1,yes,no,yes,3,3,2,Portuguese,Medium
GP,F,15,3,0,0,10,12,13,2,1,3,yes,no,yes,2,2,4,Portuguese,Medium
GP,M,15,1,0,0,12,13,12,4,4,1,yes,no,yes,3,3,5,Portuguese,Medium
GP,M,15,2,0,0,12,12,13,4,3,2,yes,no,yes,4,3,3,Portuguese,Medium
GP,M,15,3,0,0,14,14,15,2,2,1,yes,no,yes,5,2,3,Portuguese,High
GP,F,16,1,0,6,17,17,17,4,4,1,yes,no,yes,4,4,2,Portuguese,High
GP,F,16,3,0,10,13,13,14,4,4,1,yes,no,yes,2,3,2,Portuguese,Medium
GP,F,16,2,0,2,13,14,14,3,3,3,yes,yes,no,3,2,4,Portuguese,Medium
GP,M,17,1,3,2,8,8,7,3,2,1,yes,no,yes,5,5,5,Portuguese,Low
GP,M,16,1,0,6,12,12,12,4,3,1,no,no,yes,1,3,5,Portuguese,Medium
GP,M,15,2,0,0,12,13,14,4,3,1,no,no,yes,4,1,1,Portuguese,Medium
GP,M,15,1,0,0,11,12,12,4,4,1,yes,no,yes,4,2,5,Portuguese,Medium
GP,M,16,2,0,0,12,13,14,4,2,1,no,no,yes,5,1,5,Portuguese,Medium
GP,M,16,2,0,2,10,10,10,2,2,2,yes,no,yes,4,4,5,Portuguese,Medium
GP,F,15,3,0,2,10,11,10,2,4,1,yes,yes,yes,3,2,5,Portuguese,Medium
GP,F,16,1,0,6,10,11,12,2,2,1,yes,no,yes,2,2,5,Portuguese,Medium
GP,M,15,1,0,8,11,12,12,2,2,1,yes,no,yes,2,2,5,Portuguese,Medium
GP,M,15,1,0,0,11,11,11,4,2,1,no,no,yes,2,4,1,Portuguese,Medium
GP,M,16,2,0,2,12,12,13,3,4,1,yes,yes,yes,3,3,5,Portuguese,Medium
GP,M,16,2,0,4,12,11,12,4,4,1,yes,no,yes,4,5,5,Portuguese,Medium
GP,M,15,2,0,0,10,11,11,4,4,1,yes,no,yes,4,2,5,Portuguese,Medium
GP,M,15,2,0,2,15,15,15,4,4,2,yes,no,yes,3,1,5,Portuguese,High
GP,M,15,2,0,0,13,14,15,4,3,1,yes,no,yes,5,2,5,Portuguese,High
GP,M,15,2,0,0,13,12,12,3,3,1,no,no,yes,3,2,2,Portuguese,Medium
GP,M,16,1,0,4,12,12,12,3,2,1,yes,no,yes,4,3,5,Portuguese,Medium
GP,F,15,1,0,4,11,11,11,2,3,2,yes,no,no,5,1,5,Portuguese,Medium
GP,M,15,3,0,0,14,14,14,4,3,1,yes,no,yes,4,3,4,Portuguese,Medium
GP,M,16,3,0,4,13,13,13,4,4,2,yes,no,yes,4,3,5,Portuguese,Medium
GP,F,15,3,0,2,11,12,12,3,4,1,yes,yes,yes,3,2,5,Portuguese,Medium
GP,F,15,1,0,8,14,13,12,2,2,1,yes,yes,no,3,1,2,Portuguese,Medium
GP,F,16,2,0,16,11,11,10,2,2,2,yes,no,yes,3,3,3,Portuguese,Medium
GP,M,15,1,0,8,10,11,11,4,4,1,yes,no,yes,4,3,5,Portuguese,Medium
GP,M,15,2,0,0,14,15,15,4,4,1,yes,no,yes,3,3,5,Portuguese,High
GP,M,15,1,0,0,9,10,10,2,2,1,yes,yes,yes,4,1,1,Portuguese,Medium
GP,F,16,2,1,14,10,11,11,2,2,2,no,yes,yes,3,3,5,Portuguese,Medium
GP,F,15,2,0,4,10,11,11,4,3,1,yes,yes,yes,2,2,5,Portuguese,Medium
GP,F,16,2,0,6,13,12,13,3,3,1,yes,no,yes,3,5,3,Portuguese,Medium
GP,M,16,4,0,2,17,17,17,4,3,1,no,no,yes,2,2,2,Portuguese,High
GP,M,15,2,0,4,11,12,13,4,2,1,yes,no,no,3,3,5,Portuguese,Medium
GP,F,15,2,0,2,13,12,12,4,4,1,yes,yes,yes,4,4,3,Portuguese,Medium
GP,F,16,2,0,0,14,13,13,2,2,3,yes,no,yes,3,3,4,Portuguese,Medium
GP,F,15,2,0,0,16,14,16,4,2,1,yes,no,yes,3,3,5,Portuguese,High
GP,M,15,1,0,4,10,9,9,4,2,2,no,no,no,5,5,5,Portuguese,Low
GP,F,15,1,0,0,13,12,12,4,4,1,yes,yes,yes,3,4,5,Portuguese,Medium
GP,F,15,1,0,0,13,12,13,3,3,1,no,no,yes,3,4,1,Portuguese,Medium
GP,F,16,2,0,2,12,13,12,2,1,1,no,no,yes,3,4,2,Portuguese,Medium
GP,F,15,2,0,0,15,14,15,4,3,1,yes,no,yes,3,2,1,Portuguese,High
GP,M,15,2,0,8,15,15,16,4,4,1,yes,no,no,2,2,5,Portuguese,High
GP,M,15,2,0,0,14,13,14,1,2,1,yes,yes,yes,3,2,5,Portuguese,Medium
GP,F,16,2,0,2,16,15,16,4,2,1,yes,no,yes,2,3,5,Portuguese,High
GP,F,16,2,0,0,17,16,16,4,4,1,yes,no,no,4,4,4,Portuguese,High
GP,F,16,1,0,0,10,10,16,1,1,4,yes,yes,yes,5,5,5,Portuguese,High
GP,F,16,2,0,0,13,13,10,1,2,1,no,yes,yes,4,3,1,Portuguese,Medium
GP,F,16,3,0,0,14,13,13,4,3,1,yes,yes,yes,4,4,4,Portuguese,Medium
GP,F,15,2,0,0,13,12,12,4,3,1,no,yes,yes,4,4,2,Portuguese,Medium
GP,F,16,2,0,2,16,15,16,4,3,3,yes,no,yes,4,3,1,Portuguese,High
GP,M,15,4,0,0,11,12,12,4,4,1,yes,no,yes,3,3,3,Portuguese,Medium
GP,F,16,4,0,0,10,9,10,3,1,1,yes,yes,yes,3,3,5,Portuguese,Medium
GP,F,15,2,0,0,11,10,11,2,2,2,yes,yes,yes,1,3,4,Portuguese,Medium
GP,F,15,4,0,6,15,15,15,3,1,2,yes,no,yes,4,2,3,Portuguese,High
GP,M,16,4,0,2,13,11,11,3,1,2,yes,no,yes,3,2,5,Portuguese,Medium
GP,M,15,4,0,0,11,9,10,4,2,1,no,no,yes,3,3,3,Portuguese,Medium
GP,F,15,2,0,2,13,11,11,1,1,1,yes,yes,yes,3,4,5,Portuguese,Medium
GP,M,16,1,0,0,13,13,14,3,1,1,no,no,no,3,2,5,Portuguese,Medium
GP,F,16,2,0,4,11,11,11,3,3,1,yes,yes,yes,3,3,5,Portuguese,Medium
GP,M,15,2,0,0,11,11,11,4,3,1,yes,no,yes,3,3,5,Portuguese,Medium
GP,M,15,4,0,0,12,11,11,4,0,2,no,no,yes,4,3,1,Portuguese,Medium
GP,F,16,4,0,1,13,13,13,2,2,1,no,no,yes,2,3,3,Portuguese,Medium
GP,M,17,1,3,0,9,9,10,2,1,2,yes,yes,yes,5,1,3,Portuguese,Medium
GP,F,16,2,0,14,12,11,11,3,4,1,yes,no,yes,4,3,3,Portuguese,Medium
GP,M,15,1,0,0,11,11,12,2,3,1,yes,yes,yes,2,2,3,Portuguese,Medium
GP,M,15,3,0,2,10,9,9,2,3,1,no,yes,yes,3,2,5,Portuguese,Low
GP,F,15,2,0,4,12,11,11,3,2,1,yes,no,yes,4,4,5,Portuguese,Medium
GP,M,15,2,0,2,13,12,13,2,2,2,no,no,yes,3,3,4,Portuguese,Medium
GP,F,15,2,0,2,13,12,12,1,1,1,yes,no,yes,3,2,4,Portuguese,Medium
GP,F,15,2,0,4,12,11,12,4,4,2,no,no,yes,4,4,5,Portuguese,Medium
GP,F,16,2,0,6,13,11,11,2,2,1,yes,no,no,3,4,2,Portuguese,Medium
GP,F,15,3,0,4,15,15,15,4,2,1,yes,no,yes,3,3,1,Portuguese,High
GP,M,16,2,0,6,12,10,11,2,2,2,no,no,yes,4,2,3,Portuguese,Medium
GP,M,16,2,0,6,9,9,10,4,4,1,yes,no,no,1,3,5,Portuguese,Medium
GP,F,16,3,0,2,9,11,11,3,3,1,yes,no,yes,3,3,4,Portuguese,Medium
GP,F,15,1,0,6,14,13,13,4,3,1,no,no,yes,5,5,1,Portuguese,Medium
GP,F,16,2,0,0,12,13,12,3,1,1,yes,yes,no,3,3,2,Portuguese,Medium
GP,F,16,2,0,2,13,14,14,4,2,2,yes,no,yes,3,3,1,Portuguese,Medium
GP,M,15,4,0,2,11,12,12,2,2,1,yes,no,yes,3,4,4,Portuguese,Medium
GP,F,15,4,0,4,13,13,13,1,1,2,yes,yes,yes,1,2,1,Portuguese,Medium
GP,M,16,1,0,6,9,11,11,4,3,2,yes,yes,yes,3,3,4,Portuguese,Medium
GP,F,16,2,0,0,13,12,12,2,1,1,yes,no,no,3,5,5,Portuguese,Medium
GP,F,16,1,0,4,12,13,13,4,4,1,no,no,yes,3,4,1,Portuguese,Medium
GP,F,16,3,0,2,12,13,13,4,3,1,yes,yes,yes,3,5,3,Portuguese,Medium
GP,M,16,1,0,12,9,9,8,4,4,1,yes,yes,yes,5,5,4,Portuguese,Low
GP,M,16,3,0,0,16,16,16,4,4,1,yes,no,yes,4,3,4,Portuguese,High
GP,M,15,1,0,2,12,13,12,4,4,1,yes,no,yes,3,3,5,Portuguese,Medium
GP,F,15,2,0,16,11,10,10,3,2,2,yes,yes,yes,3,5,2,Portuguese,Medium
GP,M,15,2,0,0,16,16,16,3,4,1,yes,no,yes,4,4,1,Portuguese,High
GP,F,15,4,0,10,10,10,10,3,3,1,no,yes,no,3,3,4,Portuguese,Medium
GP,F,15,4,0,4,10,10,10,2,2,1,yes,yes,yes,1,2,3,Portuguese,Medium
GP,M,16,3,0,4,13,14,14,3,3,1,yes,no,yes,3,3,5,Portuguese,Medium
GP,M,15,4,0,8,12,10,11,4,4,4,yes,no,yes,3,5,1,Portuguese,Medium
GP,F,16,3,0,2,15,15,14,4,4,1,yes,no,yes,4,5,4,Portuguese,Medium
GP,M,15,1,0,4,13,14,14,4,4,1,no,no,yes,5,3,4,Portuguese,Medium
GP,F,16,3,0,4,11,11,11,3,3,1,yes,yes,yes,1,2,2,Portuguese,Medium
GP,F,16,2,1,12,8,10,10,2,2,1,no,yes,yes,1,2,5,Portuguese,Medium
GP,M,15,1,0,10,18,17,18,4,2,1,no,no,yes,5,2,3,Portuguese,High
GP,M,15,2,0,4,10,9,10,2,1,1,no,no,yes,4,2,5,Portuguese,Medium
GP,M,16,2,0,6,16,14,14,4,4,1,yes,no,yes,4,4,5,Portuguese,Medium
GP,M,15,2,0,4,16,15,16,4,4,2,yes,no,no,4,3,2,Portuguese,High
GP,M,16,1,0,6,14,14,15,3,3,2,no,no,yes,4,2,5,Portuguese,High
GP,M,17,2,1,14,12,11,11,1,3,3,yes,no,yes,2,4,5,Portuguese,Medium
GP,M,15,1,0,2,14,13,14,3,4,1,no,no,yes,4,3,4,Portuguese,Medium
GP,F,15,2,0,0,14,14,14,1,2,1,no,no,yes,2,3,1,Portuguese,Medium
GP,M,15,4,0,6,14,13,13,2,2,1,yes,no,yes,5,4,5,Portuguese,Medium
GP,F,16,2,0,2,14,12,13,2,4,2,yes,no,yes,2,2,5,Portuguese,Medium
GP,M,16,1,0,4,12,13,13,4,4,1,yes,no,yes,4,4,5,Portuguese,Medium
GP,F,16,2,0,0,12,11,11,2,2,1,no,no,yes,4,4,5,Portuguese,Medium
GP,M,15,1,0,2,9,9,9,3,4,1,no,yes,yes,5,5,5,Portuguese,Low
GP,F,15,2,0,0,10,11,11,3,4,1,no,yes,yes,3,2,1,Portuguese,Medium
GP,F,19,2,2,0,9,10,11,0,1,1,yes,no,no,4,2,5,Portuguese,Medium
GP,M,16,1,0,8,14,14,15,4,4,1,no,no,yes,5,5,4,Portuguese,High
GP,M,16,3,0,4,13,12,13,2,3,2,yes,no,yes,2,3,1,Portuguese,Medium
GP,F,15,3,0,0,10,11,12,3,4,2,yes,no,yes,2,2,5,Portuguese,Medium
GP,F,18,2,3,10,10,9,8,2,1,1,yes,no,yes,4,5,5,Portuguese,Low
GP,F,17,1,0,8,11,10,11,2,1,3,yes,no,yes,2,2,5,Portuguese,Medium
GP,F,15,1,0,6,11,12,13,1,1,3,yes,no,yes,3,3,4,Portuguese,Medium
GP,F,17,1,0,2,13,12,12,2,2,1,yes,no,yes,4,4,5,Portuguese,Medium
GP,F,16,1,0,12,15,13,14,3,4,1,no,no,yes,2,1,5,Portuguese,Medium
GP,M,16,1,0,4,9,9,11,2,1,4,no,no,no,2,1,2,Portuguese,Medium
GP,F,16,1,1,12,13,11,11,2,2,1,no,no,no,3,4,5,Portuguese,Medium
GP,M,15,2,0,2,12,11,11,3,4,4,yes,no,no,3,3,5,Portuguese,Medium
GP,F,15,3,0,4,13,14,15,4,4,1,yes,no,yes,3,3,5,Portuguese,High
GP,M,17,2,0,2,10,9,10,3,4,3,no,no,no,4,5,5,Portuguese,Medium
GP,F,16,2,0,0,14,13,13,1,1,4,yes,no,no,1,3,3,Portuguese,Medium
GP,M,18,1,0,2,11,11,12,3,1,2,no,no,yes,3,4,4,Portuguese,Medium
GP,F,18,3,0,10,12,11,11,3,2,1,yes,no,yes,3,3,5,Portuguese,Medium
GP,F,16,1,0,8,12,11,11,1,1,2,yes,no,no,3,3,1,Portuguese,Medium
GP,F,16,1,0,4,9,9,10,3,3,2,yes,no,yes,3,2,5,Portuguese,Medium
GP,M,16,2,2,0,10,10,10,1,1,1,no,no,no,4,4,5,Portuguese,Medium
GP,F,15,1,0,6,13,14,14,4,4,2,no,no,yes,3,2,5,Portuguese,Medium
GP,F,15,1,1,2,8,9,9,1,1,3,no,no,yes,5,5,1,Portuguese,Low
GP,M,15,4,0,6,9,11,11,4,3,2,yes,yes,yes,2,2,3,Portuguese,Medium
GP,F,15,2,0,24,9,8,9,3,3,1,no,no,no,3,2,1,Portuguese,Low
GP,M,16,3,0,0,15,13,13,4,4,1,yes,no,yes,3,3,5,Portuguese,Medium
GP,M,16,1,0,4,12,11,11,2,2,2,yes,no,yes,3,3,2,Portuguese,Medium
GP,F,15,3,0,2,13,13,13,4,4,1,yes,no,yes,2,2,5,Portuguese,Medium
GP,F,16,1,0,4,10,11,11,1,1,1,no,no,yes,4,4,1,Portuguese,Medium
GP,M,17,1,0,22,9,7,6,2,1,1,yes,no,yes,4,5,5,Portuguese,Low
GP,F,15,2,0,0,12,12,12,1,1,1,yes,no,yes,4,2,5,Portuguese,Medium
GP,F,15,1,0,0,11,10,10,2,1,2,yes,no,yes,4,2,5,Portuguese,Medium
GP,F,15,2,1,2,11,11,11,3,2,1,yes,no,yes,3,2,3,Portuguese,Medium
GP,F,15,2,0,6,13,12,13,1,2,1,yes,no,yes,3,2,5,Portuguese,Medium
GP,F,15,2,0,6,11,11,11,1,2,1,no,no,no,3,4,1,Portuguese,Medium
GP,M,16,1,0,16,9,9,8,4,4,1,yes,no,yes,3,2,5,Portuguese,Low
GP,M,15,1,0,0,12,11,11,2,1,4,no,no,yes,5,5,5,Portuguese,Medium
GP,M,18,1,2,0,11,9,0,1,1,1,no,no,yes,3,5,4,Portuguese,Low
GP,M,16,1,1,6,9,10,10,2,1,1,no,no,no,4,4,5,Portuguese,Medium
GP,F,15,3,0,2,13,13,13,3,3,2,yes,no,yes,2,1,3,Portuguese,Medium
GP,M,19,1,0,6,11,9,11,3,2,1,yes,no,yes,5,4,4,Portuguese,Medium
GP,F,17,1,0,0,13,13,13,4,4,1,yes,yes,no,2,1,4,Portuguese,Medium
GP,M,15,2,0,0,7,8,8,2,3,1,no,yes,no,4,4,1,Portuguese,Low
GP,M,17,1,3,14,9,8,10,1,2,1,no,no,no,2,2,5,Portuguese,Medium
GP,F,18,1,3,6,11,10,11,1,1,3,yes,no,no,2,5,4,Portuguese,Medium
GP,M,16,1,0,4,12,10,11,2,2,3,no,no,no,2,2,3,Portuguese,Medium
GP,M,16,2,1,0,10,10,1,3,3,1,yes,no,yes,5,5,5,Portuguese,Low
GP,M,16,1,2,0,9,8,10,1,2,2,no,no,yes,4,5,5,Portuguese,Medium
GP,M,17,1,1,8,8,8,9,2,1,2,no,no,yes,3,2,5,Portuguese,Low
GP,M,17,2,2,4,7,6,8,3,2,2,yes,yes,yes,4,4,3,Portuguese,Low
GP,M,15,1,0,2,8,9,10,1,2,2,no,no,no,4,4,5,Portuguese,Medium
GP,M,16,1,1,2,9,8,8,1,3,1,no,no,yes,3,3,2,Portuguese,Low
GP,M,17,2,0,0,8,8,8,1,1,4,no,no,no,3,5,5,Portuguese,Low
GP,M,17,1,3,10,8,7,8,3,2,2,yes,no,no,5,2,2,Portuguese,Low
GP,M,16,2,0,0,9,10,11,2,2,1,no,no,yes,3,5,4,Portuguese,Medium
GP,F,16,2,0,0,17,17,18,4,2,1,no,no,yes,2,3,3,Portuguese,High
GP,F,16,2,0,0,12,12,13,2,2,1,yes,no,yes,1,5,4,Portuguese,Medium
